Életkor,Nem,Osztályzat_9,Osztályzat_10,Osztályzat_11,Osztályzat_12,Történelem,Matematika,Magyar Nyelv és Irodalom,Informatika,Biológia,Fizika,Angol,Német,Informatika_emelt,Biológia_emelt,Fizika_emelt,Angol_emelt,Német_emelt,Matematika_emelt,Történelem_emelt,Magyar Nyelv és Irodalom_emelt,Szülői Végzettség,Középiskola Presztízse,Extrakurrikuláris Tevékenységek,Tanulási Szokások,Munkatapasztalat,Ajánlások Száma,Versenyeken Való Részvétel,Vármegye,Felvételi Eredmény,ID
17,1,3.25,3.5,3.25,4.25,79,82,85,-1,69,-1,76,-1,-1,0,-1,1,-1,1,0,0,2,5.52,1,7,0,4,1,Budapest,1.0,5927
18,0,3.0,4.5,3.25,4.75,96,83,79,88,-1,-1,-1,96,0,-1,-1,-1,1,0,0,1,2,6.22,1,2,0,2,1,Békés Vármegye,0.0,5928
18,1,3.75,4.5,4.5,4.75,96,72,71,77,-1,-1,86,-1,1,-1,-1,1,-1,0,0,0,2,5.08,1,7,0,1,1,Zala Vármegye,1.0,5929
17,0,4.25,4.5,4.25,4.0,55,75,81,72,-1,-1,-1,76,1,-1,-1,-1,0,0,1,0,1,6.66,0,3,0,3,0,Borsod-Abaúj-Zemplén Vármegye,0.0,5930
18,1,4.5,3.75,4.25,4.5,96,63,91,91,-1,-1,-1,57,0,-1,-1,-1,0,0,1,0,3,3.51,1,4,1,1,1,Baranya Vármegye,0.0,5931
18,0,3.5,3.75,4.0,3.5,96,69,69,-1,94,-1,-1,62,-1,0,-1,-1,0,0,0,0,5,8.6,0,7,0,1,0,Jász-Nagykun-Szolnok Vármegye,0.0,5932
19,1,4.75,3.25,3.5,4.75,73,90,65,-1,-1,75,82,-1,-1,-1,1,0,-1,0,0,0,2,3.54,1,2,0,2,0,Szabolcs-Szatmár-Bereg Vármegye,0.0,5933
18,0,2.5,3.5,3.5,4.5,83,49,79,-1,-1,90,86,-1,-1,-1,0,1,-1,0,1,0,3,4.65,1,3,1,3,0,Győr-Moson-Sopron Vármegye,0.0,5934
17,1,3.5,4.5,4.0,4.75,89,92,95,-1,69,-1,66,-1,-1,0,-1,1,-1,1,0,0,1,3.97,1,5,0,2,0,Vas Vármegye,0.0,5935
18,1,2.75,4.25,4.25,4.75,90,84,48,95,-1,-1,80,-1,1,-1,-1,1,-1,0,0,0,3,7.26,1,1,0,3,0,Zala Vármegye,1.0,5936
18,0,4.5,3.75,4.25,3.5,85,73,74,-1,-1,84,76,-1,-1,-1,1,0,-1,0,0,0,3,8.36,0,4,0,1,0,Zala Vármegye,0.0,5937
19,0,4.0,4.0,3.5,4.75,90,66,81,-1,98,-1,92,-1,-1,0,-1,0,-1,0,1,0,3,6.62,0,6,0,1,0,Hajdú-Bihar Vármegye,0.0,5938
19,1,3.5,3.75,4.25,3.75,86,67,71,-1,-1,69,-1,73,-1,-1,0,-1,0,0,1,0,3,5.52,0,6,0,2,1,Jász-Nagykun-Szolnok Vármegye,0.0,5939
18,1,2.75,4.25,3.5,3.0,48,67,89,51,-1,-1,47,-1,0,-1,-1,0,-1,0,0,0,3,8.34,1,4,0,2,0,Somogy Vármegye,0.0,5940
17,1,4.25,4.0,4.5,4.0,89,78,92,96,-1,-1,-1,77,1,-1,-1,-1,0,0,0,1,3,5.12,1,7,0,4,0,Baranya Vármegye,0.0,5941
17,0,4.75,4.0,3.75,3.25,94,85,81,86,-1,-1,-1,81,1,-1,-1,-1,0,0,0,0,2,5.93,1,4,0,1,0,Bács-Kiskun Vármegye,1.0,5942
19,1,4.75,3.5,3.75,4.25,78,83,70,-1,-1,90,-1,86,-1,-1,0,-1,0,0,0,1,1,3.84,1,3,0,4,0,Nógrád Vármegye,0.0,5943
18,0,4.0,4.25,4.0,4.5,83,89,95,94,-1,-1,85,-1,1,-1,-1,0,-1,0,1,0,2,3.6,0,5,0,1,1,Győr-Moson-Sopron Vármegye,1.0,5944
17,0,3.75,3.0,4.25,3.5,85,95,89,78,-1,-1,93,-1,1,-1,-1,0,-1,0,0,0,3,3.17,1,4,0,4,1,Győr-Moson-Sopron Vármegye,1.0,5945
18,1,3.25,4.0,4.0,3.5,70,94,90,-1,-1,91,-1,86,-1,-1,0,-1,1,1,0,0,3,7.84,1,5,1,1,0,Győr-Moson-Sopron Vármegye,1.0,5946
17,0,3.0,4.75,3.75,4.5,88,99,75,71,-1,-1,75,-1,0,-1,-1,0,-1,0,1,1,3,7.7,1,6,0,1,0,Szabolcs-Szatmár-Bereg Vármegye,0.0,5947
18,0,4.0,4.5,3.25,4.0,87,66,58,-1,-1,65,-1,93,-1,-1,0,-1,0,1,1,0,1,3.49,1,7,0,1,0,Zala Vármegye,0.0,5948
17,1,4.5,4.25,3.75,4.25,93,91,85,81,-1,-1,96,-1,1,-1,-1,0,-1,0,0,1,3,7.08,1,1,0,1,0,Komárom-Esztergom Vármegye,0.0,5949
19,0,3.5,3.5,3.5,3.0,61,74,76,-1,-1,78,-1,52,-1,-1,0,-1,0,0,0,1,4,8.24,0,6,0,2,1,Zala Vármegye,0.0,5950
19,1,3.5,4.25,3.25,4.0,81,80,90,71,-1,-1,79,-1,1,-1,-1,0,-1,0,0,0,1,4.01,1,5,0,3,0,Békés Vármegye,0.0,5951
19,1,3.75,3.5,4.5,4.0,72,84,92,79,-1,-1,67,-1,0,-1,-1,0,-1,0,1,0,3,5.21,1,5,1,1,0,Borsod-Abaúj-Zemplén Vármegye,0.0,5952
18,1,4.5,3.0,5.0,4.0,97,90,89,78,-1,-1,-1,58,0,-1,-1,-1,1,0,0,0,2,6.1,1,4,1,2,1,Baranya Vármegye,1.0,5953
19,1,3.75,4.0,4.0,3.75,73,86,83,-1,-1,87,93,-1,-1,-1,0,0,-1,0,0,1,2,5.79,1,4,0,1,0,Zala Vármegye,0.0,5954
19,0,4.25,2.75,4.25,3.5,53,94,75,76,-1,-1,86,-1,0,-1,-1,1,-1,1,0,0,3,7.22,1,5,0,1,0,Zala Vármegye,1.0,5955
17,0,4.0,4.75,4.0,3.25,93,88,92,-1,-1,98,66,-1,-1,-1,0,1,-1,0,0,0,3,6.36,0,5,0,1,0,Budapest,0.0,5956
18,1,3.5,4.75,3.5,2.25,93,89,80,-1,67,-1,71,-1,-1,0,-1,0,-1,0,0,0,1,4.02,1,3,0,3,1,Fejér Vármegye,0.0,5957
17,1,4.25,4.75,3.75,4.25,79,91,73,70,-1,-1,79,-1,1,-1,-1,1,-1,0,0,0,1,3.2,0,6,1,4,1,Baranya Vármegye,1.0,5958
17,1,4.25,3.25,4.25,4.25,65,58,69,-1,-1,70,-1,80,-1,-1,1,-1,0,0,0,0,2,2.98,0,5,1,4,0,Baranya Vármegye,0.0,5959
17,0,3.25,3.75,2.75,3.25,86,88,95,88,-1,-1,58,-1,0,-1,-1,1,-1,0,0,0,3,6.26,0,4,0,5,0,Pest Vármegye,0.0,5960
17,1,4.75,4.5,3.75,4.25,93,89,84,-1,-1,57,-1,87,-1,-1,0,-1,0,0,1,0,4,5.66,0,3,0,3,1,Komárom-Esztergom Vármegye,1.0,5961
17,0,2.75,3.5,4.25,3.0,85,23,70,-1,60,-1,44,-1,-1,0,-1,0,-1,0,0,1,2,5.05,0,4,0,3,0,Budapest,0.0,5962
19,0,4.0,3.0,3.75,4.75,67,94,90,97,-1,-1,79,-1,1,-1,-1,0,-1,0,0,1,2,6.98,0,3,0,1,1,Somogy Vármegye,1.0,5963
18,1,4.5,4.75,4.25,4.25,83,68,84,-1,-1,72,79,-1,-1,-1,1,1,-1,0,0,0,1,2.72,0,6,0,1,0,Szabolcs-Szatmár-Bereg Vármegye,0.0,5964
19,0,4.5,3.75,3.75,4.5,69,54,77,78,-1,-1,83,-1,0,-1,-1,0,-1,1,0,0,3,6.15,0,5,0,1,0,Zala Vármegye,0.0,5965
17,0,3.75,3.75,4.5,3.5,78,87,77,93,-1,-1,92,-1,0,-1,-1,1,-1,1,0,0,3,7.25,1,7,0,1,1,Győr-Moson-Sopron Vármegye,1.0,5966
19,0,4.75,4.25,3.25,4.0,83,86,75,88,-1,-1,90,-1,1,-1,-1,0,-1,0,0,0,3,5.89,1,4,0,1,1,Zala Vármegye,1.0,5967
19,1,3.25,3.75,3.0,4.25,82,84,90,-1,93,-1,-1,82,-1,0,-1,-1,0,0,0,0,1,4.28,0,4,1,1,1,Budapest,1.0,5968
19,1,3.75,3.5,4.0,4.0,86,75,79,52,-1,-1,82,-1,1,-1,-1,1,-1,0,0,0,3,10.0,0,5,0,2,0,Zala Vármegye,0.0,5969
19,1,3.75,4.5,3.75,4.25,72,96,67,86,-1,-1,70,-1,0,-1,-1,1,-1,0,0,0,4,10.0,1,4,0,1,1,Budapest,1.0,5970
19,0,3.75,4.75,4.75,3.25,78,91,99,87,-1,-1,84,-1,0,-1,-1,0,-1,1,1,0,3,8.75,1,5,0,4,0,Fejér Vármegye,1.0,5971
19,1,2.5,3.0,4.0,3.25,79,89,36,-1,66,-1,-1,33,-1,0,-1,-1,0,0,0,0,3,4.25,0,3,0,1,0,Vas Vármegye,0.0,5972
19,0,4.25,3.75,3.75,3.5,89,78,83,-1,-1,93,81,-1,-1,-1,0,1,-1,0,0,0,2,7.78,0,2,0,3,1,Vas Vármegye,0.0,5973
19,1,4.75,4.25,3.25,3.75,79,69,80,66,-1,-1,-1,63,1,-1,-1,-1,0,0,0,0,1,4.99,1,7,0,4,0,Hajdú-Bihar Vármegye,0.0,5974
17,0,4.25,3.25,3.5,4.25,56,77,67,-1,64,-1,79,-1,-1,0,-1,1,-1,1,0,0,2,4.58,1,2,0,2,1,Csongrád Vármegye,0.0,5975
17,1,3.75,3.25,3.0,3.75,69,67,66,36,-1,-1,72,-1,0,-1,-1,1,-1,1,0,0,1,3.6,1,5,0,1,0,Zala Vármegye,0.0,5976
17,0,4.25,4.0,3.5,3.25,45,89,84,-1,74,-1,90,-1,-1,0,-1,0,-1,0,1,0,3,7.01,0,3,0,3,0,Győr-Moson-Sopron Vármegye,0.0,5977
18,0,3.5,2.75,3.25,3.25,58,48,37,70,-1,-1,-1,66,0,-1,-1,-1,0,0,1,0,2,6.11,0,7,1,3,0,Jász-Nagykun-Szolnok Vármegye,0.0,5978
19,1,4.25,3.5,3.75,3.25,77,71,66,82,-1,-1,90,-1,0,-1,-1,0,-1,1,0,1,3,7.43,0,4,0,1,1,Csongrád Vármegye,1.0,5979
17,0,3.25,3.0,2.25,4.25,81,43,49,51,-1,-1,74,-1,0,-1,-1,0,-1,0,1,0,3,5.12,1,4,0,2,0,Bács-Kiskun Vármegye,0.0,5980
19,0,3.0,3.75,4.25,4.5,74,77,71,75,-1,-1,81,-1,0,-1,-1,1,-1,0,0,0,5,8.91,1,3,0,1,1,Zala Vármegye,0.0,5981
17,0,4.0,4.0,3.75,2.5,88,85,48,-1,-1,68,-1,70,-1,-1,0,-1,0,0,0,1,3,5.64,0,6,0,4,0,Baranya Vármegye,0.0,5982
17,1,4.0,4.0,4.5,4.5,88,97,91,-1,99,-1,94,-1,-1,0,-1,0,-1,0,0,1,2,5.48,1,5,0,3,0,Zala Vármegye,0.0,5983
18,1,3.0,4.75,4.0,3.5,85,84,87,-1,83,-1,-1,76,-1,0,-1,-1,1,0,0,0,2,6.38,1,7,0,6,0,Vas Vármegye,0.0,5984
18,1,3.0,4.0,4.0,3.75,84,69,77,77,-1,-1,89,-1,0,-1,-1,1,-1,0,0,0,1,3.08,0,2,0,1,0,Vas Vármegye,0.0,5985
17,0,4.25,4.75,4.5,4.25,69,81,84,81,-1,-1,90,-1,0,-1,-1,1,-1,0,0,0,4,9.79,1,5,0,1,0,Jász-Nagykun-Szolnok Vármegye,0.0,5986
18,0,4.5,3.25,4.5,3.75,79,68,67,-1,-1,67,-1,76,-1,-1,0,-1,1,1,0,0,3,4.27,0,2,0,4,1,Pest Vármegye,1.0,5987
19,0,3.0,3.75,3.75,4.0,80,92,65,-1,-1,81,-1,83,-1,-1,0,-1,0,0,1,0,4,8.64,1,5,0,4,0,Komárom-Esztergom Vármegye,1.0,5988
19,1,3.5,4.5,2.5,4.0,42,77,77,74,-1,-1,95,-1,0,-1,-1,0,-1,0,0,1,3,8.98,0,5,0,2,0,Budapest,0.0,5989
18,0,3.25,2.75,3.25,4.75,50,65,46,-1,-1,42,62,-1,-1,-1,0,0,-1,1,0,0,3,6.02,0,7,0,3,0,Zala Vármegye,0.0,5990
19,1,4.25,4.75,4.5,2.75,97,98,92,92,-1,-1,79,-1,0,-1,-1,0,-1,1,0,0,2,5.97,0,2,0,3,0,Zala Vármegye,1.0,5991
19,1,3.5,4.25,3.75,4.5,67,45,51,-1,-1,89,54,-1,-1,-1,1,0,-1,0,0,0,3,5.82,0,3,0,2,0,Bács-Kiskun Vármegye,0.0,5992
18,0,5.0,3.75,4.25,3.5,96,95,97,-1,-1,92,69,-1,-1,-1,1,0,-1,0,0,0,3,6.96,1,3,0,2,0,Budapest,1.0,5993
19,0,4.0,3.5,4.25,4.75,94,80,90,74,-1,-1,66,-1,1,-1,-1,0,-1,0,0,0,1,2.25,1,4,0,2,0,Veszprém Vármegye,0.0,5994
18,0,4.5,4.0,4.25,4.25,64,55,62,-1,65,-1,-1,73,-1,0,-1,-1,0,0,1,0,2,3.83,0,5,0,3,0,Jász-Nagykun-Szolnok Vármegye,0.0,5995
18,0,4.5,4.25,4.25,3.25,86,89,87,93,-1,-1,87,-1,1,-1,-1,1,-1,0,0,0,1,2.39,0,2,0,2,0,Jász-Nagykun-Szolnok Vármegye,0.0,5996
18,0,4.25,4.0,4.25,4.25,76,90,51,67,-1,-1,55,-1,0,-1,-1,1,-1,0,1,0,3,8.09,0,2,0,2,0,Zala Vármegye,0.0,5997
18,0,3.0,4.25,4.25,3.5,79,45,76,-1,70,-1,83,-1,-1,1,-1,0,-1,0,0,0,2,3.95,0,8,0,1,1,Szabolcs-Szatmár-Bereg Vármegye,0.0,5998
17,1,4.75,3.5,3.5,3.25,71,56,78,69,-1,-1,76,-1,0,-1,-1,0,-1,1,0,0,3,6.21,1,5,0,2,0,Veszprém Vármegye,0.0,5999
19,0,4.5,4.0,4.0,4.75,93,99,96,96,-1,-1,81,-1,0,-1,-1,0,-1,0,0,1,2,5.15,1,3,0,3,0,Budapest,1.0,6000
19,1,4.25,3.5,3.75,4.75,78,88,68,74,-1,-1,88,-1,1,-1,-1,1,-1,0,0,0,3,5.52,1,4,0,1,0,Fejér Vármegye,0.0,6001
17,0,3.25,3.5,3.75,4.25,62,50,63,-1,46,-1,-1,80,-1,0,-1,-1,0,0,0,0,3,8.56,0,5,0,1,1,Borsod-Abaúj-Zemplén Vármegye,0.0,6002
18,1,4.75,4.5,4.0,3.5,94,80,73,-1,76,-1,70,-1,-1,0,-1,1,-1,0,0,0,2,5.06,1,4,0,1,0,Baranya Vármegye,0.0,6003
18,1,2.75,3.5,4.75,4.0,69,18,76,-1,-1,65,57,-1,-1,-1,1,0,-1,0,0,0,1,3.09,1,5,0,1,0,Zala Vármegye,0.0,6004
18,1,5.0,4.0,4.5,3.75,91,97,89,97,-1,-1,91,-1,0,-1,-1,0,-1,0,0,1,2,5.97,0,3,0,3,0,Borsod-Abaúj-Zemplén Vármegye,0.0,6005
18,1,4.25,4.0,3.75,4.25,86,59,94,-1,89,-1,-1,59,-1,0,-1,-1,0,0,0,1,2,3.95,1,6,1,1,0,Békés Vármegye,0.0,6006
19,1,3.5,3.0,2.75,4.25,90,84,86,85,-1,-1,-1,84,0,-1,-1,-1,0,0,1,1,4,6.06,1,5,0,3,0,Budapest,1.0,6007
18,0,4.5,3.75,3.5,3.75,68,53,77,-1,66,-1,68,-1,-1,0,-1,1,-1,1,0,0,1,3.98,0,6,0,1,1,Budapest,0.0,6008
18,1,4.25,3.0,4.0,3.5,85,76,89,-1,82,-1,88,-1,-1,0,-1,0,-1,0,0,0,2,6.91,1,4,0,2,1,Hajdú-Bihar Vármegye,0.0,6009
19,1,4.25,3.75,4.5,3.5,95,84,82,90,-1,-1,82,-1,0,-1,-1,0,-1,0,1,1,2,2.13,1,4,0,1,1,Zala Vármegye,0.0,6010
19,0,4.25,3.75,3.25,4.5,86,94,98,64,-1,-1,90,-1,0,-1,-1,1,-1,0,0,1,3,7.5,1,3,0,1,0,Zala Vármegye,0.0,6011
19,0,3.75,4.25,4.75,3.5,77,80,79,-1,70,-1,91,-1,-1,0,-1,0,-1,1,0,0,3,7.14,1,2,0,1,1,Bács-Kiskun Vármegye,0.0,6012
17,1,3.0,5.0,3.25,3.5,62,86,74,-1,-1,54,-1,75,-1,-1,0,-1,0,0,1,0,1,2.38,1,1,0,1,0,Békés Vármegye,0.0,6013
17,0,2.5,3.75,4.75,3.5,95,89,82,92,-1,-1,91,-1,0,-1,-1,1,-1,0,0,0,1,5.49,1,4,0,4,0,Vas Vármegye,0.0,6014
19,1,3.5,4.25,4.0,3.25,89,70,92,98,-1,-1,-1,82,0,-1,-1,-1,0,0,1,1,2,5.63,1,5,1,2,1,Zala Vármegye,1.0,6015
19,1,4.0,4.75,4.0,4.5,98,98,93,98,-1,-1,97,-1,0,-1,-1,0,-1,0,0,0,3,6.66,1,4,0,1,1,Fejér Vármegye,1.0,6016
19,0,3.75,4.75,4.5,4.75,93,61,92,54,-1,-1,77,-1,1,-1,-1,0,-1,0,0,1,2,6.73,0,4,0,1,0,Nógrád Vármegye,0.0,6017
17,0,4.5,2.25,3.0,3.5,55,51,50,65,-1,-1,68,-1,0,-1,-1,0,-1,1,1,0,3,8.5,1,6,0,5,0,Bács-Kiskun Vármegye,0.0,6018
18,1,4.25,3.75,3.25,2.75,77,82,73,-1,61,-1,77,-1,-1,0,-1,0,-1,0,1,1,3,5.05,0,5,0,1,1,Győr-Moson-Sopron Vármegye,0.0,6019
17,1,3.75,5.0,4.5,4.5,72,86,81,-1,90,-1,97,-1,-1,1,-1,0,-1,0,1,0,1,3.13,0,4,0,2,0,Bács-Kiskun Vármegye,0.0,6020
19,1,3.25,4.25,4.75,4.75,92,81,90,69,-1,-1,70,-1,0,-1,-1,0,-1,1,1,0,2,5.88,0,6,0,4,1,Bács-Kiskun Vármegye,1.0,6021
18,1,2.75,3.25,3.25,3.25,78,83,59,80,-1,-1,32,-1,0,-1,-1,0,-1,1,0,0,3,6.6,0,4,0,1,0,Békés Vármegye,1.0,6022
19,0,4.75,2.5,3.0,3.25,81,64,53,-1,-1,79,82,-1,-1,-1,0,0,-1,1,0,0,2,4.33,0,4,0,1,0,Nógrád Vármegye,0.0,6023
19,1,4.5,4.0,4.5,3.25,91,92,89,-1,71,-1,86,-1,-1,0,-1,1,-1,0,1,0,1,2.55,1,6,1,1,0,Csongrád Vármegye,0.0,6024
17,1,4.0,4.5,4.5,4.75,92,87,87,-1,67,-1,72,-1,-1,1,-1,0,-1,0,0,0,2,3.36,1,4,0,3,0,Budapest,0.0,6025
19,0,3.75,3.25,3.5,4.5,82,86,86,-1,-1,90,-1,71,-1,-1,0,-1,0,1,0,0,3,6.83,1,5,0,4,0,Fejér Vármegye,1.0,6026
19,1,3.5,3.5,3.0,3.5,62,78,93,-1,86,-1,-1,89,-1,0,-1,-1,0,0,0,0,2,3.54,1,5,0,3,0,Zala Vármegye,0.0,6027
18,0,4.25,4.5,4.25,4.25,88,94,68,91,-1,-1,94,-1,0,-1,-1,0,-1,0,0,1,2,6.29,1,4,0,3,0,Fejér Vármegye,1.0,6028
17,1,2.75,4.0,4.5,3.75,71,93,92,-1,-1,64,85,-1,-1,-1,1,0,-1,0,0,1,2,5.22,0,3,0,2,0,Budapest,1.0,6029
17,0,4.25,3.5,3.25,3.25,89,90,80,-1,82,-1,86,-1,-1,0,-1,1,-1,0,0,0,1,2.86,1,3,0,2,1,Bács-Kiskun Vármegye,0.0,6030
19,0,3.25,4.0,3.75,4.25,76,98,56,77,-1,-1,77,-1,0,-1,-1,0,-1,0,1,1,3,6.58,0,3,0,2,1,Heves Vármegye,1.0,6031
17,1,4.25,3.25,4.75,3.25,89,93,83,85,-1,-1,65,-1,0,-1,-1,0,-1,0,1,1,2,4.4,1,5,0,1,0,Vas Vármegye,0.0,6032
17,0,4.25,4.0,4.75,4.25,99,88,95,87,-1,-1,97,-1,0,-1,-1,1,-1,0,0,0,3,8.06,0,4,0,2,0,Zala Vármegye,0.0,6033
19,1,4.5,3.75,4.0,2.75,68,79,71,89,-1,-1,80,-1,0,-1,-1,0,-1,0,0,0,2,6.36,1,5,0,4,0,Nógrád Vármegye,0.0,6034
17,1,2.25,3.75,4.75,4.25,95,82,71,-1,53,-1,75,-1,-1,0,-1,0,-1,0,0,1,2,6.4,1,2,0,1,0,Zala Vármegye,0.0,6035
18,1,4.5,4.5,4.25,3.75,72,60,58,81,-1,-1,-1,95,1,-1,-1,-1,0,0,0,0,3,8.24,0,5,0,4,0,Zala Vármegye,0.0,6036
19,1,4.75,3.75,3.0,2.25,71,92,61,79,-1,-1,70,-1,1,-1,-1,0,-1,0,0,1,4,8.16,0,6,0,5,1,Szabolcs-Szatmár-Bereg Vármegye,1.0,6037
18,0,4.75,4.5,4.5,4.5,81,85,80,-1,94,-1,81,-1,-1,0,-1,1,-1,1,0,0,2,2.85,1,4,1,1,1,Heves Vármegye,0.0,6038
18,0,3.75,4.5,4.5,4.5,74,77,65,62,-1,-1,81,-1,0,-1,-1,1,-1,0,0,0,3,6.44,1,4,0,3,1,Zala Vármegye,0.0,6039
19,1,2.5,4.25,4.75,3.75,76,65,81,75,-1,-1,77,-1,0,-1,-1,1,-1,0,0,0,1,3.25,1,6,0,1,0,Zala Vármegye,0.0,6040
18,1,3.5,2.75,4.75,2.5,64,69,60,47,-1,-1,91,-1,0,-1,-1,0,-1,0,0,1,3,7.3,0,5,0,4,0,Békés Vármegye,0.0,6041
18,1,3.25,4.75,4.75,4.5,85,92,77,59,-1,-1,98,-1,0,-1,-1,1,-1,0,0,0,2,6.57,0,3,0,1,0,Budapest,1.0,6042
19,0,4.75,4.25,4.25,4.25,62,89,79,85,-1,-1,71,-1,1,-1,-1,0,-1,0,1,0,2,6.43,0,5,0,2,0,Hajdú-Bihar Vármegye,0.0,6043
19,0,3.5,4.0,2.75,3.25,84,91,67,-1,-1,85,83,-1,-1,-1,0,0,-1,1,1,0,3,6.28,1,4,0,2,0,Baranya Vármegye,1.0,6044
17,0,4.0,3.25,4.0,4.0,68,66,63,-1,69,-1,62,-1,-1,0,-1,0,-1,0,1,0,3,9.25,1,4,0,2,0,Somogy Vármegye,0.0,6045
19,1,3.25,3.0,4.25,4.0,96,57,88,-1,-1,55,85,-1,-1,-1,0,1,-1,0,1,0,3,5.09,1,4,0,1,1,Győr-Moson-Sopron Vármegye,0.0,6046
17,1,4.5,3.25,4.5,3.5,88,87,58,-1,68,-1,-1,52,-1,0,-1,-1,0,0,1,0,1,5.03,1,6,0,1,0,Zala Vármegye,0.0,6047
18,1,4.25,4.75,4.75,4.0,82,70,68,-1,88,-1,85,-1,-1,0,-1,0,-1,1,0,0,3,5.99,1,6,0,2,0,Heves Vármegye,0.0,6048
19,1,5.0,3.25,3.75,4.25,73,70,68,59,-1,-1,-1,50,1,-1,-1,-1,0,0,1,0,2,4.46,1,5,0,1,0,Zala Vármegye,0.0,6049
17,1,4.0,4.25,3.25,4.5,83,68,91,-1,76,-1,70,-1,-1,0,-1,0,-1,0,1,0,3,7.41,1,3,0,1,0,Zala Vármegye,0.0,6050
18,0,3.5,4.75,5.0,4.0,90,87,95,97,-1,-1,92,-1,0,-1,-1,1,-1,0,0,1,3,6.17,1,4,0,1,1,Baranya Vármegye,1.0,6051
19,1,4.5,4.5,4.25,3.25,88,64,84,-1,-1,87,59,-1,-1,-1,1,1,-1,0,0,0,4,10.0,0,4,0,2,0,Borsod-Abaúj-Zemplén Vármegye,0.0,6052
17,1,3.25,4.0,3.5,2.75,63,74,93,83,-1,-1,74,-1,0,-1,-1,1,-1,0,0,1,3,7.31,0,1,0,2,0,Veszprém Vármegye,0.0,6053
17,0,3.5,3.5,4.5,4.25,87,85,84,-1,-1,87,85,-1,-1,-1,0,1,-1,0,0,0,3,6.78,0,7,0,2,0,Békés Vármegye,0.0,6054
17,0,4.5,3.0,4.75,4.25,95,88,85,48,-1,-1,76,-1,0,-1,-1,1,-1,0,1,0,3,4.2,1,2,0,1,0,Budapest,0.0,6055
17,0,3.75,3.75,4.75,3.25,73,58,70,-1,-1,71,-1,82,-1,-1,0,-1,0,1,0,0,3,5.32,0,2,1,2,0,Heves Vármegye,0.0,6056
18,0,3.5,2.25,3.75,3.75,56,41,68,71,-1,-1,40,-1,0,-1,-1,1,-1,0,1,0,4,5.87,0,2,0,1,0,Budapest,0.0,6057
18,0,3.25,3.5,4.25,3.5,75,75,91,52,-1,-1,84,-1,1,-1,-1,0,-1,0,0,1,1,3.46,1,7,0,2,0,Tolna Vármegye,0.0,6058
19,0,3.75,2.5,4.0,3.75,32,94,55,60,-1,-1,73,-1,0,-1,-1,1,-1,0,0,0,1,3.69,0,4,0,1,0,Zala Vármegye,0.0,6059
19,1,3.0,4.75,3.75,4.5,50,78,67,70,-1,-1,79,-1,0,-1,-1,1,-1,0,0,0,1,1.0,1,5,0,2,0,Nógrád Vármegye,0.0,6060
19,0,2.5,3.0,3.75,3.5,40,44,48,89,-1,-1,51,-1,0,-1,-1,0,-1,1,0,0,2,5.66,0,5,0,2,0,Bács-Kiskun Vármegye,0.0,6061
19,1,2.5,4.75,4.75,4.5,84,84,98,-1,-1,99,-1,87,-1,-1,0,-1,0,0,0,1,2,4.23,1,6,0,4,0,Zala Vármegye,0.0,6062
17,1,3.5,3.75,4.25,4.5,77,52,73,85,-1,-1,-1,81,1,-1,-1,-1,0,0,0,0,2,4.54,1,4,0,1,0,Baranya Vármegye,0.0,6063
17,1,4.0,3.0,3.25,4.25,65,75,71,81,-1,-1,88,-1,0,-1,-1,0,-1,1,1,0,2,7.62,0,4,0,2,0,Bács-Kiskun Vármegye,1.0,6064
17,1,3.5,4.25,3.75,3.75,78,96,78,85,-1,-1,46,-1,1,-1,-1,0,-1,0,0,0,2,6.27,0,2,0,2,1,Vas Vármegye,1.0,6065
19,1,4.5,4.75,3.0,4.25,95,87,38,83,-1,-1,-1,56,0,-1,-1,-1,0,0,0,1,1,3.52,1,1,0,3,0,Bács-Kiskun Vármegye,0.0,6066
19,1,4.5,2.5,4.75,3.25,76,66,73,84,-1,-1,88,-1,1,-1,-1,0,-1,0,1,0,3,7.17,1,2,0,1,0,Budapest,1.0,6067
18,0,3.25,4.5,3.75,4.25,83,73,38,84,-1,-1,82,-1,0,-1,-1,1,-1,1,0,0,3,4.12,1,4,0,1,0,Komárom-Esztergom Vármegye,1.0,6068
18,1,3.75,4.5,4.0,3.0,88,82,98,-1,-1,96,92,-1,-1,-1,0,0,-1,0,1,0,3,7.41,1,5,0,5,0,Nógrád Vármegye,1.0,6069
19,1,4.5,3.5,3.25,4.0,80,66,94,70,-1,-1,-1,70,0,-1,-1,-1,0,0,0,1,1,5.55,1,5,0,1,1,Hajdú-Bihar Vármegye,0.0,6070
18,1,3.5,4.5,3.25,4.0,60,92,78,96,-1,-1,87,-1,1,-1,-1,1,-1,0,0,0,3,6.68,1,3,0,4,0,Heves Vármegye,1.0,6071
19,0,3.75,4.5,4.75,3.5,63,69,76,87,-1,-1,-1,60,0,-1,-1,-1,0,0,1,0,3,5.45,1,1,0,2,0,Budapest,0.0,6072
18,1,3.75,3.5,3.5,2.75,74,74,60,-1,-1,68,-1,56,-1,-1,1,-1,0,0,1,0,1,2.56,1,3,0,1,0,Zala Vármegye,0.0,6073
18,1,2.75,2.5,3.25,4.0,84,90,87,-1,-1,71,87,-1,-1,-1,1,0,-1,0,0,1,1,4.93,0,5,0,1,1,Budapest,1.0,6074
